"","Sample.y","Sample.x","Chr","Start","End","LOD.score","Length..bp.","Length..Mbp.","Site.x","Subspecies.x","Site.y","Subspecies.y","Km_distance","Generations.ago..assuming.1cM.1Mb.","Years..assuming.25y.generation.","LOD2","years"
"3836","Fouta3-25","Fouta2-8","chr21",43793100,44274766,"3,57",481666,"0,48","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","103,81","2595,16",2595.16,2595.16
"3837","Fouta3-40","Fouta2-8","chr21",30167127,33867551,"5,05",3700424,"3,70","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","13,51","337,80",337.8,337.8
"3838","Fouta3-40","Fouta2-8","chr21",36765339,39791216,"12,31",3025877,"3,03","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","16,52","413,10",413.1,413.1
"3839","Fouta3-40","Fouta2-8","chr21",18140084,19476170,"5,69",1336086,"1,34","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","37,42","935,57",935.57,935.57
"3840","Fouta3-40","Fouta2-8","chr21",23893229,24936488,"6,27",1043259,"1,04","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","47,93","1198,17",1198.17,1198.17
"3841","Gbo1-27","Fouta2-8","chr21",27782312,28004017,"3,29",221705,"0,22","Bakoun-Sobory","Western","Grebo","Western","796,48","225,52","5638,12",5638.12,5638.12
"3842","Gbo2-59","Fouta2-8","chr21",39331209,39770160,"3,13",438951,"0,44","Bakoun-Sobory","Western","Grebo","Western","796,48","113,91","2847,70",2847.7,2847.7
"3843","Gbo3-2","Fouta2-8","chr21",44377126,45219293,"3,22",842167,"0,84","Bakoun-Sobory","Western","Grebo","Western","796,48","59,37","1484,27",1484.27,1484.27
"3844","Gco2-5","Fouta2-8","chr21",41035777,42126681,"5,89",1090904,"1,09","Bakoun-Sobory","Western","Sangaredi","Western","314,45","45,83","1145,84",1145.84,1145.84
"3845","Gco2-5","Fouta2-8","chr21",46854037,48090610,"3,63",1236573,"1,24","Bakoun-Sobory","Western","Sangaredi","Western","314,45","40,43","1010,86",1010.86,1010.86
"3846","Gco2-8","Fouta2-8","chr21",36572670,37128091,"3,84",555421,"0,56","Bakoun-Sobory","Western","Sangaredi","Western","314,45","90,02","2250,55",2250.55,2250.55
"3847","Gco2-8","Fouta2-8","chr21",46262926,48030619,"9,43",1767693,"1,77","Bakoun-Sobory","Western","Sangaredi","Western","314,45","28,29","707,14",707.14,707.14
"3848","Gep2-10","Fouta2-8","chr21",15233862,15267630,"3,11",33768,"0,03","Bakoun-Sobory","Western","Comoe","Western","879,20","1480,69","37017,29",37017.29,37017.29
"3849","Gep2-45","Fouta2-8","chr21",26451081,26923639,"3,96",472558,"0,47","Bakoun-Sobory","Western","Comoe","Western","879,20","105,81","2645,18",2645.18,2645.18
"3850","Gep2-52","Fouta2-8","chr21",16854872,17386940,"3,76",532068,"0,53","Bakoun-Sobory","Western","Comoe","Western","879,20","93,97","2349,32",2349.32,2349.32
"3851","Gep2-53","Fouta2-8","chr21",16714209,17212843,"3,49",498634,"0,50","Bakoun-Sobory","Western","Comoe","Western","879,20","100,27","2506,85",2506.85,2506.85
"3852","Kay1-13","Fouta2-8","chr21",42130831,42304016,"3,06",173185,"0,17","Bakoun-Sobory","Western","Kayan","Western","201,13","288,71","7217,72",7217.72,7217.72
"3853","Kay1-13","Fouta2-8","chr21",46282997,47298343,"5,41",1015346,"1,02","Bakoun-Sobory","Western","Kayan","Western","201,13","49,24","1231,11",1231.11,1231.11
"3854","Kay1-15","Fouta2-8","chr21",28168106,34448569,"11,37",6280463,"6,28","Bakoun-Sobory","Western","Kayan","Western","201,13","7,96","199,03",199.03,199.03
"3855","Kay1-15","Fouta2-8","chr21",36678195,38083782,"4,24",1405587,"1,41","Bakoun-Sobory","Western","Kayan","Western","201,13","35,57","889,31",889.31,889.31
"3856","Kay2-25","Fouta2-8","chr21",21602044,22043358,"3,43",441314,"0,44","Bakoun-Sobory","Western","Kayan","Western","201,13","113,30","2832,45",2832.45,2832.45
"3857","Kay2-25","Fouta2-8","chr21",28796270,33248406,"21,95",4452136,"4,45","Bakoun-Sobory","Western","Kayan","Western","201,13","11,23","280,76",280.76,280.76
"3858","Kay2-25","Fouta2-8","chr21",40360971,41455775,"6,27",1094804,"1,09","Bakoun-Sobory","Western","Kayan","Western","201,13","45,67","1141,76",1141.76,1141.76
"3859","Kay2-29","Fouta2-8","chr21",41246276,41956099,"3,96",709823,"0,71","Bakoun-Sobory","Western","Kayan","Western","201,13","70,44","1761,00",1761,1761
"3860","Kay2-41","Fouta2-8","chr21",36630910,38041931,"10,67",1411021,"1,41","Bakoun-Sobory","Western","Kayan","Western","201,13","35,44","885,88",885.88,885.88
"3861","Kay2-41","Fouta2-8","chr21",33496652,34467611,"3,56",970959,"0,97","Bakoun-Sobory","Western","Kayan","Western","201,13","51,50","1287,39",1287.39,1287.39
"3862","Kay2-41","Fouta2-8","chr21",47352696,48020982,"3,08",668286,"0,67","Bakoun-Sobory","Western","Kayan","Western","201,13","74,82","1870,46",1870.46,1870.46
"3863","Kay2-49","Fouta2-8","chr21",36389958,39815502,"11,43",3425544,"3,43","Bakoun-Sobory","Western","Kayan","Western","201,13","14,60","364,91",364.91,364.91
"3864","Kay2-54","Fouta2-8","chr21",35942816,36552647,"4,36",609831,"0,61","Bakoun-Sobory","Western","Kayan","Western","201,13","81,99","2049,75",2049.75,2049.75
"3865","Lib2-14","Fouta2-8","chr21",33656294,34189884,"3,94",533590,"0,53","Bakoun-Sobory","Western","Sapo","Western","753,29","93,70","2342,62",2342.62,2342.62
"3866","Lib2-28","Fouta2-8","chr21",15608596,15925099,"3,3",316503,"0,32","Bakoun-Sobory","Western","Sapo","Western","753,29","157,98","3949,41",3949.41,3949.41
"3867","Lib2-28","Fouta2-8","chr21",38795695,39135502,"3,14",339807,"0,34","Bakoun-Sobory","Western","Sapo","Western","753,29","147,14","3678,56",3678.56,3678.56
"3868","Lib2-28","Fouta2-8","chr21",30757749,31687061,"4,42",929312,"0,93","Bakoun-Sobory","Western","Sapo","Western","753,29","53,80","1345,08",1345.08,1345.08
"3869","Lib2-28","Fouta2-8","chr21",33301820,33867551,"3,88",565731,"0,57","Bakoun-Sobory","Western","Sapo","Western","753,29","88,38","2209,53",2209.53,2209.53
"3870","Lib3-34","Fouta2-8","chr21",21400256,21659198,"3,4",258942,"0,26","Bakoun-Sobory","Western","Sapo","Western","753,29","193,09","4827,34",4827.34,4827.34
"3871","Nim1-78","Fouta2-8","chr21",27777747,28062240,"3,35",284493,"0,28","Bakoun-Sobory","Western","EastNimba","Western","551,91","175,75","4393,78",4393.78,4393.78
"3872","Nim2-35","Fouta2-8","chr21",30805068,31532770,"3,01",727702,"0,73","Bakoun-Sobory","Western","EastNimba","Western","551,91","68,71","1717,74",1717.74,1717.74
"3873","Nim2-35","Fouta2-8","chr21",35984211,36279918,"3,56",295707,"0,30","Bakoun-Sobory","Western","EastNimba","Western","551,91","169,09","4227,16",4227.16,4227.16
"3874","Sob1-31","Fouta2-8","chr21",30805068,36389347,"20,27",5584279,"5,58","Bakoun-Sobory","Western","Bakoun-Sobory","Western","14,09","8,95","223,84",223.84,223.84
"3875","Sob1-31","Fouta2-8","chr21",45349095,46872473,"6,02",1523378,"1,52","Bakoun-Sobory","Western","Bakoun-Sobory","Western","14,09","32,82","820,54",820.54,820.54
"3876","Tai_R2-15","Fouta2-8","chr21",15218759,15258083,"5,97",39324,"0,04","Bakoun-Sobory","Western","Tai","Western","771,46","1271,49","31787,20",31787.2,31787.2
"3877","Tai_R2-15","Fouta2-8","chr21",26324546,27143028,"4,93",818482,"0,82","Bakoun-Sobory","Western","Tai","Western","771,46","61,09","1527,22",1527.22,1527.22
"3878","Tai_R2-4","Fouta2-8","chr21",26627981,27143028,"3,7",515047,"0,52","Bakoun-Sobory","Western","Tai","Western","771,46","97,08","2426,96",2426.96,2426.96
"3879","Tai-E2-31","Fouta2-8","chr21",21323310,21761949,"3,65",438639,"0,44","Bakoun-Sobory","Western","Tai","Western","770,21","113,99","2849,72",2849.72,2849.72
"3880","Tai-E2-35","Fouta2-8","chr21",32526504,33739444,"4,16",1212940,"1,21","Bakoun-Sobory","Western","Tai","Western","770,21","41,22","1030,55",1030.55,1030.55
"3881","Baf1-19","Fouta3-1","chr21",19799354,20357190,"4,08",557836,"0,56","Bakoun-Sobory","Western","Bafing","Western","166,56","89,63","2240,80",2240.8,2240.8
"3882","Baf1-19","Fouta3-1","chr21",40464283,41260236,"7,64",795953,"0,80","Bakoun-Sobory","Western","Bafing","Western","166,56","62,82","1570,44",1570.44,1570.44
"3883","Baf1-19","Fouta3-1","chr21",25832623,27817566,"3,42",1984943,"1,98","Bakoun-Sobory","Western","Bafing","Western","166,56","25,19","629,74",629.74,629.74
"3884","Boe1-32","Fouta3-1","chr21",36286937,37093314,"9,35",806377,"0,81","Bakoun-Sobory","Western","Boe","Western","312,99","62,01","1550,14",1550.14,1550.14
"3885","Boe1-32","Fouta3-1","chr21",44073231,45228949,"5,45",1155718,"1,16","Bakoun-Sobory","Western","Boe","Western","312,99","43,26","1081,58",1081.58,1081.58
"3886","Boe1-32","Fouta3-1","chr21",17979264,19506089,"13,61",1526825,"1,53","Bakoun-Sobory","Western","Boe","Western","312,99","32,75","818,69",818.69,818.69
"3887","Boe1-32","Fouta3-1","chr21",30988638,32337714,"6,79",1349076,"1,35","Bakoun-Sobory","Western","Boe","Western","312,99","37,06","926,56",926.56,926.56
"3888","Boe1-32","Fouta3-1","chr21",40491015,40848599,"3,4",357584,"0,36","Bakoun-Sobory","Western","Boe","Western","312,99","139,83","3495,68",3495.68,3495.68
"3889","Boe1-43","Fouta3-1","chr21",45679305,47989102,"13,4",2309797,"2,31","Bakoun-Sobory","Western","Boe","Western","312,99","21,65","541,17",541.17,541.17
"3890","Boe1-44","Fouta3-1","chr21",19796247,20426801,"3,79",630554,"0,63","Bakoun-Sobory","Western","Boe","Western","312,99","79,30","1982,38",1982.38,1982.38
"3891","Boe1-44","Fouta3-1","chr21",37402097,39204731,"4,15",1802634,"1,80","Bakoun-Sobory","Western","Boe","Western","312,99","27,74","693,43",693.43,693.43
"3892","Boe1-44","Fouta3-1","chr21",28771058,30390511,"5,41",1619453,"1,62","Bakoun-Sobory","Western","Boe","Western","312,99","30,87","771,87",771.87,771.87
"3893","Boe1-57","Fouta3-1","chr21",37070236,37936179,"5,02",865943,"0,87","Bakoun-Sobory","Western","Boe","Western","312,99","57,74","1443,51",1443.51,1443.51
"3894","Boe1-57","Fouta3-1","chr21",33512778,33876900,"3,95",364122,"0,36","Bakoun-Sobory","Western","Boe","Western","312,99","137,32","3432,92",3432.92,3432.92
"3895","Boe1-57","Fouta3-1","chr21",34495984,35981185,"7,92",1485201,"1,49","Bakoun-Sobory","Western","Boe","Western","312,99","33,67","841,64",841.64,841.64
"3896","Boe1-57","Fouta3-1","chr21",23999817,24635314,"3,79",635497,"0,64","Bakoun-Sobory","Western","Boe","Western","312,99","78,68","1966,96",1966.96,1966.96
"3897","Boe1-57","Fouta3-1","chr21",43109441,43607395,"4,06",497954,"0,50","Bakoun-Sobory","Western","Boe","Western","312,99","100,41","2510,27",2510.27,2510.27
"3898","Boe1-57","Fouta3-1","chr21",38694315,39609067,"4,83",914752,"0,91","Bakoun-Sobory","Western","Boe","Western","312,99","54,66","1366,49",1366.49,1366.49
"3899","Boe1-57","Fouta3-1","chr21",41429456,42003085,"6,18",573629,"0,57","Bakoun-Sobory","Western","Boe","Western","312,99","87,16","2179,11",2179.11,2179.11
"3900","Boe1-71","Fouta3-1","chr21",47200299,47979524,"3,18",779225,"0,78","Bakoun-Sobory","Western","Boe","Western","312,99","64,17","1604,16",1604.16,1604.16
"3901","Boe1-71","Fouta3-1","chr21",23061955,24850903,"6,62",1788948,"1,79","Bakoun-Sobory","Western","Boe","Western","312,99","27,95","698,73",698.73,698.73
"3902","Boe1-71","Fouta3-1","chr21",38074376,39019464,"3,52",945088,"0,95","Bakoun-Sobory","Western","Boe","Western","312,99","52,91","1322,63",1322.63,1322.63
"3903","Boe1-71","Fouta3-1","chr21",17488895,18084267,"3,01",595372,"0,60","Bakoun-Sobory","Western","Boe","Western","312,99","83,98","2099,53",2099.53,2099.53
"3904","Boe1-75","Fouta3-1","chr21",25519538,27322346,"4,02",1802808,"1,80","Bakoun-Sobory","Western","Boe","Western","312,99","27,73","693,36",693.36,693.36
"3905","Boe2-11","Fouta3-1","chr21",44093687,45000280,"3,45",906593,"0,91","Bakoun-Sobory","Western","Boe","Western","312,99","55,15","1378,79",1378.79,1378.79
"3906","Boe2-11","Fouta3-1","chr21",37449770,38293408,"5,12",843638,"0,84","Bakoun-Sobory","Western","Boe","Western","312,99","59,27","1481,68",1481.68,1481.68
"3907","Boe2-11","Fouta3-1","chr21",18008847,18542750,"5,38",533903,"0,53","Bakoun-Sobory","Western","Boe","Western","312,99","93,65","2341,25",2341.25,2341.25
"3908","Boe2-18","Fouta3-1","chr21",24376965,24861146,"3,64",484181,"0,48","Bakoun-Sobory","Western","Boe","Western","312,99","103,27","2581,68",2581.68,2581.68
"3909","Boe2-18","Fouta3-1","chr21",41614762,41956099,"4,49",341337,"0,34","Bakoun-Sobory","Western","Boe","Western","312,99","146,48","3662,07",3662.07,3662.07
"3910","Boe2-18","Fouta3-1","chr21",26204949,27742576,"5,97",1537627,"1,54","Bakoun-Sobory","Western","Boe","Western","312,99","32,52","812,94",812.94,812.94
"3911","Boe2-18","Fouta3-1","chr21",20370632,21127098,"3,18",756466,"0,76","Bakoun-Sobory","Western","Boe","Western","312,99","66,10","1652,42",1652.42,1652.42
"3912","Boe2-22","Fouta3-1","chr21",45863469,46741257,"4,9",877788,"0,88","Bakoun-Sobory","Western","Boe","Western","312,99","56,96","1424,03",1424.03,1424.03
"3913","Boe2-22","Fouta3-1","chr21",24878235,27210932,"7,76",2332697,"2,33","Bakoun-Sobory","Western","Boe","Western","312,99","21,43","535,86",535.86,535.86
"3914","Boe2-39","Fouta3-1","chr21",25843507,26196258,"3,24",352751,"0,35","Bakoun-Sobory","Western","Boe","Western","312,99","141,74","3543,58",3543.58,3543.58
"3915","Boe2-39","Fouta3-1","chr21",38335425,39118617,"4,54",783192,"0,78","Bakoun-Sobory","Western","Boe","Western","312,99","63,84","1596,03",1596.03,1596.03
"3916","Boe2-39","Fouta3-1","chr21",19525659,20511058,"3,13",985399,"0,99","Bakoun-Sobory","Western","Boe","Western","312,99","50,74","1268,52",1268.52,1268.52
"3917","Cnp1-37","Fouta3-1","chr21",27095508,27947807,"4,7",852299,"0,85","Bakoun-Sobory","Western","Comoe","Western","853,03","58,66","1466,62",1466.62,1466.62
"3918","Cnp1-37","Fouta3-1","chr21",46205793,46679013,"3,42",473220,"0,47","Bakoun-Sobory","Western","Comoe","Western","853,03","105,66","2641,48",2641.48,2641.48
"3919","CNPN1-20","Fouta3-1","chr21",42224119,42528382,"3,13",304263,"0,30","Bakoun-Sobory","Western","Comoe","Western","853,03","164,33","4108,29",4108.29,4108.29
"3920","CNPN1-20","Fouta3-1","chr21",34266112,35452140,"5,36",1186028,"1,19","Bakoun-Sobory","Western","Comoe","Western","853,03","42,16","1053,94",1053.94,1053.94
"3921","CNPN1-63","Fouta3-1","chr21",34139016,35623022,"3,8",1484006,"1,48","Bakoun-Sobory","Western","Comoe","Western","853,03","33,69","842,31",842.31,842.31
"3922","Din1-53","Fouta3-1","chr21",44375866,45863389,"6,96",1487523,"1,49","Bakoun-Sobory","Western","Dindefelo","Western","149,80","33,61","840,32",840.32,840.32
"3923","Din1-53","Fouta3-1","chr21",15608596,16463913,"5,35",855317,"0,86","Bakoun-Sobory","Western","Dindefelo","Western","149,80","58,46","1461,45",1461.45,1461.45
"3924","Din1-53","Fouta3-1","chr21",25843507,27512601,"3,99",1669094,"1,67","Bakoun-Sobory","Western","Dindefelo","Western","149,80","29,96","748,91",748.91,748.91
"3925","Din1-6","Fouta3-1","chr21",39058659,39687476,"3,71",628817,"0,63","Bakoun-Sobory","Western","Dindefelo","Western","149,80","79,51","1987,86",1987.86,1987.86
"3926","Din1-7","Fouta3-1","chr21",22368436,27326850,"8,36",4958414,"4,96","Bakoun-Sobory","Western","Dindefelo","Western","149,80","10,08","252,10",252.1,252.1
"3927","Din2-38","Fouta3-1","chr21",45602945,47585202,"3,65",1982257,"1,98","Bakoun-Sobory","Western","Dindefelo","Western","149,80","25,22","630,59",630.59,630.59
"3928","Din2-38","Fouta3-1","chr21",33471553,34032867,"3,7",561314,"0,56","Bakoun-Sobory","Western","Dindefelo","Western","149,80","89,08","2226,92",2226.92,2226.92
"3929","Din2-38","Fouta3-1","chr21",25044751,26802698,"4,18",1757947,"1,76","Bakoun-Sobory","Western","Dindefelo","Western","149,80","28,44","711,06",711.06,711.06
"3930","Djo1-13","Fouta3-1","chr21",27788576,28342993,"5,92",554417,"0,55","Bakoun-Sobory","Western","Djouroutou","Western","821,56","90,18","2254,62",2254.62,2254.62
"3931","Djo1-13","Fouta3-1","chr21",38056500,38596927,"3,27",540427,"0,54","Bakoun-Sobory","Western","Djouroutou","Western","821,56","92,52","2312,99",2312.99,2312.99
"3932","Fjn1-20","Fouta3-1","chr21",14939784,15345958,"3,62",406174,"0,41","Bakoun-Sobory","Western","Sobeya","Western","73,52","123,10","3077,50",3077.5,3077.5
"3933","Fjn1-20","Fouta3-1","chr21",18381591,21272735,"6,09",2891144,"2,89","Bakoun-Sobory","Western","Sobeya","Western","73,52","17,29","432,35",432.35,432.35
"3934","Fjn1-21","Fouta3-1","chr21",42933660,44043313,"5,58",1109653,"1,11","Bakoun-Sobory","Western","Sobeya","Western","73,52","45,06","1126,48",1126.48,1126.48
"3935","Fjn1-22","Fouta3-1","chr21",18778485,21178555,"6,33",2400070,"2,40","Bakoun-Sobory","Western","Sobeya","Western","73,52","20,83","520,82",520.82,520.82
"3936","Fjn1-42","Fouta3-1","chr21",24163894,24695185,"3,02",531291,"0,53","Bakoun-Sobory","Western","Sobeya","Western","73,52","94,11","2352,76",2352.76,2352.76
"3937","Fjn1-42","Fouta3-1","chr21",39862824,40345759,"3,36",482935,"0,48","Bakoun-Sobory","Western","Sobeya","Western","73,52","103,53","2588,34",2588.34,2588.34
"3938","Fjn1-42","Fouta3-1","chr21",19016259,21329368,"5,52",2313109,"2,31","Bakoun-Sobory","Western","Sobeya","Western","73,52","21,62","540,40",540.4,540.4
"3939","Fjn3-53","Fouta3-1","chr21",29722461,34091598,"7,51",4369137,"4,37","Bakoun-Sobory","Western","Sobeya","Western","73,52","11,44","286,10",286.1,286.1
"3940","Fjn3-53","Fouta3-1","chr21",23916926,24775289,"3,03",858363,"0,86","Bakoun-Sobory","Western","Sobeya","Western","73,52","58,25","1456,26",1456.26,1456.26
"3941","Fjn3-53","Fouta3-1","chr21",36656558,37444273,"3,74",787715,"0,79","Bakoun-Sobory","Western","Sobeya","Western","73,52","63,47","1586,87",1586.87,1586.87
"3942","Fjn3-84","Fouta3-1","chr21",15268472,16291005,"6,32",1022533,"1,02","Bakoun-Sobory","Western","Sobeya","Western","73,52","48,90","1222,45",1222.45,1222.45
"3943","Fjn3-84","Fouta3-1","chr21",22893024,24717749,"8,75",1824725,"1,82","Bakoun-Sobory","Western","Sobeya","Western","73,52","27,40","685,03",685.03,685.03
"3944","Fouta1-10","Fouta3-1","chr21",18350520,21170098,"12,57",2819578,"2,82","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","17,73","443,33",443.33,443.33
"3945","Fouta1-10","Fouta3-1","chr21",28769227,48085763,"110,12",19316536,"19,32","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","2,59","64,71",64.71,64.71
"3946","Fouta1-10","Fouta3-1","chr21",26167909,27532487,"4,29",1364578,"1,36","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","36,64","916,03",916.03,916.03
"3947","Fouta1-17","Fouta3-1","chr21",24980746,25491771,"3,34",511025,"0,51","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","97,84","2446,06",2446.06,2446.06
"3948","Fouta1-17","Fouta3-1","chr21",45659958,47093997,"7,67",1434039,"1,43","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","34,87","871,66",871.66,871.66
"3949","Fouta2-8","Fouta3-1","chr21",29426029,30390511,"3,38",964482,"0,96","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","51,84","1296,03",1296.03,1296.03
"3950","Fouta2-8","Fouta3-1","chr21",41562136,42067497,"4,11",505361,"0,51","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","98,94","2473,48",2473.48,2473.48
"3951","Fouta2-8","Fouta3-1","chr21",43191490,43785291,"3,35",593801,"0,59","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","84,20","2105,08",2105.08,2105.08
"3952","Fouta2-8","Fouta3-1","chr21",15248365,16734956,"10,43",1486591,"1,49","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","33,63","840,85",840.85,840.85
"3953","Fouta2-8","Fouta3-1","chr21",34559210,35818235,"7,69",1259025,"1,26","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","39,71","992,83",992.83,992.83
"3954","Fouta2-8","Fouta3-1","chr21",33341514,33867551,"3,16",526037,"0,53","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","95,05","2376,26",2376.26,2376.26
"3955","Fouta3-25","Fouta3-1","chr21",16714765,21865586,"19,38",5150821,"5,15","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","9,71","242,68",242.68,242.68
"3956","Fouta3-25","Fouta3-1","chr21",25622826,28069727,"11,46",2446901,"2,45","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","20,43","510,85",510.85,510.85
"3957","Fouta3-25","Fouta3-1","chr21",32649123,33185024,"3,77",535901,"0,54","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","93,30","2332,52",2332.52,2332.52
"3958","Fouta3-37","Fouta3-1","chr21",25822734,26451844,"3,06",629110,"0,63","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","79,48","1986,93",1986.93,1986.93
"3959","Fouta3-40","Fouta3-1","chr21",29895635,30834640,"4,22",939005,"0,94","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","53,25","1331,20",1331.2,1331.2
"3960","Fouta3-40","Fouta3-1","chr21",25668103,26793240,"3,95",1125137,"1,13","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","44,44","1110,98",1110.98,1110.98
"3961","Fouta3-40","Fouta3-1","chr21",33512778,33871386,"3,84",358608,"0,36","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","139,43","3485,70",3485.7,3485.7
"3962","Gbo1-27","Fouta3-1","chr21",47027047,47351784,"3,45",324737,"0,32","Bakoun-Sobory","Western","Grebo","Western","796,48","153,97","3849,27",3849.27,3849.27
"3963","Gbo2-59","Fouta3-1","chr21",29723098,30826936,"3,09",1103838,"1,10","Bakoun-Sobory","Western","Grebo","Western","796,48","45,30","1132,41",1132.41,1132.41
"3964","Gbo2-85","Fouta3-1","chr21",33185275,33518569,"3,56",333294,"0,33","Bakoun-Sobory","Western","Grebo","Western","796,48","150,02","3750,44",3750.44,3750.44
"3965","Gbo2-85","Fouta3-1","chr21",36279918,36489054,"3,14",209136,"0,21","Bakoun-Sobory","Western","Grebo","Western","796,48","239,08","5976,97",5976.97,5976.97
"3966","Gbo2-85","Fouta3-1","chr21",15225327,15261997,"3,82",36670,"0,04","Bakoun-Sobory","Western","Grebo","Western","796,48","1363,51","34087,81",34087.81,34087.81
"3967","Gco1-5","Fouta3-1","chr21",45291462,45837711,"3,86",546249,"0,55","Bakoun-Sobory","Western","Sangaredi","Western","314,45","91,53","2288,33",2288.33,2288.33
"3968","Gco1-61","Fouta3-1","chr21",25951816,27530240,"3,87",1578424,"1,58","Bakoun-Sobory","Western","Sangaredi","Western","314,45","31,68","791,93",791.93,791.93
"3969","Gco2-8","Fouta3-1","chr21",19793233,20960996,"3,46",1167763,"1,17","Bakoun-Sobory","Western","Sangaredi","Western","314,45","42,82","1070,42",1070.42,1070.42
"3970","Gco2-8","Fouta3-1","chr21",40499578,41960051,"3,74",1460473,"1,46","Bakoun-Sobory","Western","Sangaredi","Western","314,45","34,24","855,89",855.89,855.89
"3971","Gep2-10","Fouta3-1","chr21",16616701,17032605,"3,62",415904,"0,42","Bakoun-Sobory","Western","Comoe","Western","879,20","120,22","3005,50",3005.5,3005.5
"3972","Gep2-10","Fouta3-1","chr21",34258943,35662305,"5,92",1403362,"1,40","Bakoun-Sobory","Western","Comoe","Western","879,20","35,63","890,72",890.72,890.72
"3973","Gep2-10","Fouta3-1","chr21",26803399,28004017,"5,13",1200618,"1,20","Bakoun-Sobory","Western","Comoe","Western","879,20","41,65","1041,13",1041.13,1041.13
"3974","Gep2-52","Fouta3-1","chr21",30851010,31542125,"3,75",691115,"0,69","Bakoun-Sobory","Western","Comoe","Western","879,20","72,35","1808,67",1808.67,1808.67
"3975","Gep2-52","Fouta3-1","chr21",15225327,15615237,"5",389910,"0,39","Bakoun-Sobory","Western","Comoe","Western","879,20","128,23","3205,87",3205.87,3205.87
"3976","Gep2-52","Fouta3-1","chr21",27606433,27947807,"3,49",341374,"0,34","Bakoun-Sobory","Western","Comoe","Western","879,20","146,47","3661,67",3661.67,3661.67
"3977","Gep2-52","Fouta3-1","chr21",39261324,39752804,"3,99",491480,"0,49","Bakoun-Sobory","Western","Comoe","Western","879,20","101,73","2543,34",2543.34,2543.34
"3978","Gep2-53","Fouta3-1","chr21",39206032,39765948,"3,73",559916,"0,56","Bakoun-Sobory","Western","Comoe","Western","879,20","89,30","2232,48",2232.48,2232.48
"3979","Gep2-53","Fouta3-1","chr21",15256037,15268382,"3,13",12345,"0,01","Bakoun-Sobory","Western","Comoe","Western","879,20","4050,22","101255,57",101255.6,101255.6
"3980","Kay1-13","Fouta3-1","chr21",38694315,39324284,"5,57",629969,"0,63","Bakoun-Sobory","Western","Kayan","Western","201,13","79,37","1984,22",1984.22,1984.22
"3981","Kay1-13","Fouta3-1","chr21",42221686,42467748,"3,59",246062,"0,25","Bakoun-Sobory","Western","Kayan","Western","201,13","203,20","5080,02",5080.02,5080.02
"3982","Kay1-15","Fouta3-1","chr21",46294776,47662611,"3,68",1367835,"1,37","Bakoun-Sobory","Western","Kayan","Western","201,13","36,55","913,85",913.85,913.85
"3983","Kay1-15","Fouta3-1","chr21",23218468,24177971,"3,01",959503,"0,96","Bakoun-Sobory","Western","Kayan","Western","201,13","52,11","1302,76",1302.76,1302.76
"3984","Kay1-23","Fouta3-1","chr21",46058477,47880476,"12,22",1821999,"1,82","Bakoun-Sobory","Western","Kayan","Western","201,13","27,44","686,06",686.06,686.06
"3985","Kay1-23","Fouta3-1","chr21",44772246,45189110,"3,18",416864,"0,42","Bakoun-Sobory","Western","Kayan","Western","201,13","119,94","2998,58",2998.58,2998.58
"3986","Kay2-25","Fouta3-1","chr21",36874914,37087155,"3,56",212241,"0,21","Bakoun-Sobory","Western","Kayan","Western","201,13","235,58","5889,53",5889.53,5889.53
"3987","Kay2-25","Fouta3-1","chr21",39844478,40405531,"4,3",561053,"0,56","Bakoun-Sobory","Western","Kayan","Western","201,13","89,12","2227,95",2227.95,2227.95
"3988","Kay2-25","Fouta3-1","chr21",22555786,27677080,"21,11",5121294,"5,12","Bakoun-Sobory","Western","Kayan","Western","201,13","9,76","244,08",244.08,244.08
"3989","Kay2-25","Fouta3-1","chr21",42769363,47803998,"10,78",5034635,"5,03","Bakoun-Sobory","Western","Kayan","Western","201,13","9,93","248,28",248.28,248.28
